input1;Input2;Input3;Output1;Output2;Output3;Output4;Output5
99.8046875;50.14033508;135.0043335;116.4406128;129.9623871;81.45977783;93.88021088;11.7
100.1388855;50.28211975;135.0043335;112.6844635;129.9840851;81.48871613;93.88021088;11.7
100.2300339;50.09982681;135.0332794;113.6780243;129.9334564;81.48871613;93.90914154;11.7
100.1895218;49.96817017;135.0043335;117.1191406;129.9623871;81.48148346;93.90914154;11.7
100.4021988;49.8770256;135.0332794;112.5148315;129.9840851;81.53211975;93.90914154;11.7
100.3211823;50.39352036;135.0043335;117.7492065;130.0853577;81.53935242;93.93084717;11.7
100.1895218;49.8770256;135.0043335;114.865448;130.034729;81.48871613;93.95977783;11.7
100.057869;50.14033508;135.0043335;113.7022552;130.0130157;81.51041412;93.95977783;11.7
99.98697662;50.36313629;135.0043335;116.9010391;129.9840851;81.53211975;93.95977783;11.7
99.98697662;50.02893448;135.0043335;113.7749557;130.0130157;81.56105042;93.95977783;11.7
99.98697662;50.14033508;134.9826355;116.7798767;130.0419617;81.56105042;93.98148346;11.7
99.88570404;50.01880646;135.0043335;120.1482925;130.0636597;81.56105042;93.95977783;11.7
100.057869;50.39352036;135.0332794;110.382309;130.0636597;81.56105042;93.93084717;11.7
99.5920105;50.21122742;135.0043335;117.1191406;130.0636597;81.53935242;93.95977783;11.7
99.88570404;50.61631775;135.0332794;117.9673004;130.034729;81.53935242;93.93084717;11.7
99.88570404;50.38339233;134.9826355;117.2645416;130.0636597;81.43807983;93.93084717;11.7
100.5338516;50.61631775;134.9537048;114.5746536;130.0636597;81.56105042;93.90190887;11.7
100.1895218;50.21122742;134.9754028;118.7669983;130.0636597;81.48871613;93.90914154;11.7
100.1388855;50.21122742;135.0043335;117.0706711;130.0130157;81.43807983;93.88021088;11.7
100.1388855;50.50491714;135.0043335;114.8896866;130.034729;81.48148346;93.85850525;11.7
99.94647217;50.23147964;135.0043335;115.471283;130.0853577;81.48871613;93.88021088;11.7
100.0173645;50.3125;135.0260468;116.4406128;130.1142883;81.45977783;93.90190887;11.7
99.28819275;50.53530121;134.9754028;112.151329;130.0419617;81.45977783;93.90914154;11.7
100.2806702;50.27199173;134.9826355;114.2111511;130.0636597;81.43084717;93.85127258;11.7
100.057869;50.84924698;135.0043335;118.7669983;130.0636597;81.45977783;93.85850525;11.7
99.98697662;50.21122742;135.0043335;114.5988846;130.1142883;81.48871613;93.88021088;11.7
100.1895218;50.02893448;135.0043335;111.0608368;130.1142883;81.45977783;93.90914154;11.7
99.11602783;50.44415665;135.0332794;115.447052;130.1432343;81.51041412;93.90914154;11.7
99.96672821;50.02893448;135.0043335;113.2660599;130.1142883;81.45977783;93.93084717;11.7
99.69329071;50.08969879;135.0043335;114.0415192;130.1142883;81.51041412;93.95977783;11.7
99.50086975;50.02893448;134.9826355;114.1626892;130.0925903;81.45977783;93.95977783;11.7
99.71353912;50.33275604;134.9392395;114.865448;130.0853577;81.53211975;93.93084717;11.7
100.0173645;50.28211975;135.0043335;116.3436813;130.0925903;81.51041412;93.93084717;11.7
99.98697662;50.12008286;135.0332794;116.9252777;130.0636597;81.51041412;93.95977783;11.7
100.1895218;50.27199173;134.9971008;116.3436813;130.1142883;81.51041412;93.95977783;11.7
100.4021988;50.50491714;135.0043335;113.2902908;130.1142883;81.48148346;93.95254517;11.7
100.3110504;50.08969879;135.0549774;116.1013489;130.1432343;81.56105042;93.98148346;11.7
99.67303467;50.24160767;135.0549774;117.1191406;130.1649323;81.48148346;93.98148346;11.7
99.63252258;50.04919052;135.0260468;114.6231155;130.1432343;81.51041412;93.98148346;11.7
99.865448;50.33275604;135.0043335;114.695816;130.0419617;81.51041412;93.98148346;11.7
99.89583588;49.94791794;134.9754028;114.6715851;130.0130157;81.56105042;93.98148346;11.7
99.79456329;50.22135544;134.9754028;117.7734375;129.9913177;81.56105042;94.00318146;11.7
100.2604141;50.44415665;134.9754028;116.4406128;129.9623871;81.56105042;94.01041412;11.7
99.8046875;50.08969879;134.9537048;112.0301666;129.8611145;81.53211975;94.03211975;11.7
99.84519958;50.54542923;134.9537048;113.9688187;129.8321686;81.48871613;93.98148346;11.7
99.63252258;50.22135544;134.9754028;115.5924454;129.8828125;81.56105042;93.98148346;11.7
99.63252258;50.22135544;135.0260468;116.9737396;129.9117432;81.51041412;93.95254517;11.7
100.0173645;50.22135544;135.0043335;115.9801788;129.8611145;81.53211975;93.98148346;11.7
100.270546;50.22135544;135.0043335;117.676506;129.8828125;81.53211975;93.98148346;11.7
99.89583588;49.97829819;135.0043335;117.676506;129.9117432;81.51041412;93.95254517;11.7
100.0477448;50.16059113;135.0260468;113.0479584;129.9334564;81.51041412;93.95977783;11.7
100.4021988;49.97829819;135.0260468;114.9139175;129.9334564;81.53211975;93.98148346;11.7
100.1996536;50.56568146;135.0043335;113.9688187;129.9117432;81.56105042;93.95254517;11.7
99.72367096;50.16059113;135.0043335;115.447052;129.9334564;81.51041412;93.95254517;11.7
100.0173645;49.9276619;134.9754028;111.6666641;129.9623871;81.56105042;93.98148346;11.7
100.1895218;50.04919052;134.9754028;114.7927551;129.8900452;81.45977783;93.95254517;11.7
99.93634033;50.08969879;135.0260468;116.5375443;129.8828125;81.48148346;93.98148346;11.7
99.93634033;50.16059113;134.9537048;115.8347778;129.9117432;81.45977783;93.98148346;11.7
99.84519958;50.39352036;135.0260468;117.870369;129.8828125;81.48148346;93.98148346;11.7
100.1996536;49.96817017;135.0260468;114.0172882;129.9334564;81.53211975;93.98148346;11.7
99.97685242;49.78588104;135.0260468;113.4114609;129.9551544;81.51041412;94.00318146;11.7
99.67303467;50.16059113;135.0260468;118.9608688;129.9623871;81.51041412;94.00318146;11.7
99.93634033;49.98842621;134.9971008;115.2047195;129.9334564;81.45977783;93.98148346;11.7
99.37934113;50.00868225;135.0043335;113.9930573;129.9334564;81.45977783;94.00318146;11.7
99.68315887;49.97829819;134.9754028;118.4035034;129.9117432;81.51041412;94.00318146;11.7
99.75405121;50.08969879;134.9754028;114.841217;129.9045105;81.45977783;93.98148346;11.7
99.97685242;50.02893448;134.9537048;114.6473541;129.9117432;81.48148346;93.95254517;11.7
99.84519958;50.22135544;135.0043335;112.8298645;129.9334564;81.45977783;93.90190887;11.7
100.3515625;50.22135544;134.9754028;118.8881683;129.9117432;81.43084717;93.90190887;11.7
100.0680008;49.79600525;135.0260468;114.841217;129.9334564;81.45977783;93.95254517;11.7
99.89583588;50.07957077;135.0260468;117.991539;129.9840851;81.48148346;93.95254517;11.7
99.42997742;50.45428085;135.0043335;111.5212708;129.9840851;81.51041412;93.95254517;11.7
100.1591415;49.9276619;135.0043335;113.072197;129.9623871;81.38021088;93.93084717;11.7
99.93634033;50.22135544;134.9971008;115.7136154;129.9334564;81.43084717;93.90190887;11.7
100.2401657;50.33275604;135.0043335;111.1093063;129.9840851;81.43084717;93.90190887;11.7
99.75405121;50.28211975;134.9754028;115.1077805;129.9334564;81.43084717;93.90190887;11.7
99.89583588;49.8770256;134.9754028;115.301651;129.9623871;81.40190887;93.88021088;11.7
99.97685242;50.14033508;134.9898682;115.3501129;129.9334564;81.43084717;93.85127258;11.7
100.0680008;49.88715363;135.0260468;119.6878586;129.9334564;81.38021088;93.88021088;11.7
99.42997742;49.95804214;135.0043335;119.1547318;129.9045105;81.43084717;93.88021088;11.7
99.85532379;49.9276619;134.9754028;115.2047195;129.9334564;81.38744354;93.88021088;11.7
100.3009262;50.09982681;135.0260468;114.4292526;129.9045105;81.38021088;93.93084717;11.7
100.2401657;50.02893448;135.0043335;116.5617752;129.9334564;81.35127258;93.93084717;11.7
100.3211823;50.28211975;134.9971008;117.5795746;129.9334564;81.40190887;93.93084717;11.7
100.1085052;50.08969879;135.0260468;116.7798767;129.9551544;81.35127258;93.88021088;11.7
99.8046875;50.39352036;135.0043335;115.9801788;129.9334564;81.38021088;93.85127258;11.7
100.078125;50.67708206;134.9754028;117.2645416;129.9334564;81.38021088;93.88021088;11.7
100.0477448;49.98842621;134.9537048;116.0044098;129.9551544;81.32957458;93.88021088;11.7
99.89583588;50.02893448;134.9754028;117.700737;129.9045105;81.35127258;93.82957458;11.7
99.97685242;50.38339233;135.0260468;117.3372421;129.9045105;81.35127258;93.85127258;11.7
100.4021988;50.7479744;135.0260468;119.7605591;129.8538818;81.38744354;93.88021088;11.7
100.1085052;50.49479294;135.0043335;116.6344757;129.9334564;81.30063629;93.82957458;11.7
99.90596008;50.51504517;135.0260468;116.8525772;129.9334564;81.32957458;93.88021088;11.7
99.84519958;50.45428085;134.9754028;112.8298645;129.9840851;81.32957458;93.88021088;11.7
100.0274887;50.28211975;134.9754028;118.5488968;129.9840851;81.35127258;93.82957458;11.7
99.85532379;50.08969879;134.9754028;119.2516632;129.9551544;81.35127258;93.87297821;11.7
99.72367096;50.45428085;135.0043335;114.1626892;129.9551544;81.32957458;93.88021088;11.7
99.5920105;50.17071915;135.0260468;114.5504227;129.9045105;81.35127258;93.88021088;11.7
99.8046875;50.45428085;135.0260468;115.9317093;129.9551544;81.40190887;93.85127258;11.7
100.5237274;50.45428085;135.0260468;114.9381485;129.9551544;81.37297821;93.90190887;11.7
99.72367096;50.53530121;134.9971008;117.555336;129.8538818;81.43084717;93.89467621;11.7
100.2300339;50.29224396;135.0043335;118.161171;129.8828125;81.38021088;93.88021088;11.7
99.76417542;50.99103165;134.9754028;116.7798767;129.9334564;81.4236145;93.87297821;11.7
100.0680008;50.09982681;135.0043335;115.7620773;129.9551544;81.32233429;93.85127258;11.7
100.3616867;50.56568146;134.9754028;118.5004349;129.9334564;81.40190887;93.82957458;11.7
99.76417542;50.28211975;134.9754028;115.9074783;129.9334564;81.38021088;93.86573792;11.7
99.85532379;50.40364456;134.9464722;117.8945999;129.8828125;81.35127258;93.85127258;11.7
99.85532379;50.17071915;135.0043335;117.1676102;129.9045105;81.35127258;93.85127258;11.7
99.78443146;50.79861069;135.0043335;117.3130035;129.9551544;81.35127258;93.85127258;11.7
100.1591415;50.29224396;134.9971008;118.1369324;129.9551544;81.35127258;93.88021088;11.7
99.98697662;49.83651733;135.0260468;112.8783264;130.0057831;81.35127258;93.88021088;11.7
99.93634033;50.43402863;135.0260468;118.5973663;129.9840851;81.32957458;93.85127258;11.7
99.34896088;49.98842621;134.9971008;115.9559479;129.9334564;81.32957458;93.85127258;11.7
100.4021988;49.98842621;134.9971008;110.9639053;129.8828125;81.35127258;93.88021088;11.7
100.4933472;50.4745369;134.9464722;114.3807907;129.9045105;81.35127258;93.82957458;11.7
100.4021988;50.68721008;134.9971008;116.1740417;129.8828125;81.38021088;93.85127258;11.7
100.4427109;50.09982681;134.9971008;114.5504227;129.9045105;81.30063629;93.85127258;11.7
99.98697662;50.63657379;134.9971008;115.2774124;130.0057831;81.32957458;93.85127258;11.7
99.64264679;50.63657379;134.9971008;113.4841614;130.034729;81.32957458;93.87297821;11.7
99.42997742;50.68721008;134.9754028;111.9089966;130.0636597;81.35127258;93.90190887;11.7
99.72367096;50.7479744;134.9754028;115.4955139;130.0636597;81.38021088;93.91637421;11.7
100.8781815;50.52517319;135.0260468;114.2838516;129.9840851;81.43084717;93.93084717;11.7
100.1591415;50.34288025;134.9971008;116.8768082;129.9840851;81.38021088;93.97425079;11.7
100.2097778;50.40364456;135.0260468;116.4648438;129.9840851;81.40190887;93.93084717;11.7
99.38946533;50.52517319;135.0260468;116.8041077;130.034729;81.35127258;93.95254517;11.7
99.84519958;50.64670181;134.9971008;116.7556458;130.078125;81.43084717;93.95254517;11.7
100.0477448;50.34288025;134.9971008;116.8525772;130.034729;81.43084717;93.98148346;11.7
100.2097778;50.52517319;134.9971008;115.8590164;130.0057831;81.43084717;93.97425079;11.7
99.68315887;50.40364456;135.0260468;113.2902908;130.0057831;81.40190887;93.98148346;11.7
99.865448;50.34288025;135.0477448;117.5068741;130.056427;81.43084717;94.00318146;11.7
99.29832458;50.09982681;135.0477448;114.2838516;130.056427;81.43084717;94.04658508;11.7
99.64264679;50.19097137;134.9971008;115.2047195;130.0853577;81.43084717;94.05381775;11.7
99.94647217;50.22135544;135.0260468;119.3970642;130.056427;81.45254517;94.03211975;11.7
99.865448;50.27199173;135.0260468;118.161171;130.056427;81.38021088;94.02488708;11.7
100.0680008;50.0390625;135.0260468;120.0028915;130.0057831;81.50318146;94.03211975;11.7
99.79456329;50.17071915;134.9754028;118.5973663;130.0853577;81.48148346;94.03211975;11.7
99.57176208;50.34288025;134.9971008;115.8590164;130.0636597;81.48148346;93.97425079;11.7
99.48061371;50.0390625;134.9464722;112.8298645;130.1070557;81.48148346;94.00318146;11.7
100.7465286;50.16059113;134.9754028;119.4939957;130.1360016;81.50318146;94.03211975;11.7
99.90596008;50.29224396;134.9971008;111.4728012;130.1576996;81.48148346;94.00318146;11.7
100.7161484;50.34288025;134.9681702;118.5973663;130.0853577;81.48148346;93.97425079;11.7
100.1996536;50.7479744;135.0260468;115.6651459;130.034729;81.45254517;93.95254517;11.7
99.90596008;50.4239006;134.9971008;117.0222092;130.1070557;81.45254517;93.98148346;11.7
99.66290283;50.43402863;134.9971008;117.9673004;130.1649323;81.45254517;93.95254517;11.7
98.83246613;50.46440887;135.0477448;110.9396667;130.1070557;81.43084717;93.97425079;11.7
99.95659637;49.99855423;134.9971008;114.4534836;130.1070557;81.4236145;94.02488708;11.7
100.5034714;50.16059113;135.0260468;117.2887726;130.1360016;81.4236145;93.97425079;11.7
100.0680008;50.35300827;135.0260468;118.8639297;130.1360016;81.4236145;93.95254517;11.7
99.98697662;50.23147964;134.9754028;113.4114609;130.1576996;81.43084717;93.97425079;11.7
99.67303467;50.17071915;135.0260468;111.1335373;130.1576996;81.45254517;93.95254517;11.7
100.1692734;49.99855423;134.9681702;115.471283;130.0853577;81.45254517;93.98148346;11.7
100.4224548;50.52517319;134.9971008;114.4292526;130.034729;81.40190887;93.97425079;11.7
100.6351242;50.13020706;134.9971008;116.4163742;130.078125;81.37297821;93.95254517;11.7
100.3414383;50.16059113;134.9971008;117.6038055;130.034729;81.48148346;93.90190887;11.7
100.7566528;50.43402863;134.9971008;116.5133133;130.0853577;81.35127258;93.95254517;11.7
99.27806854;50.67708206;135.0766754;116.0771103;130.1070557;81.35127258;93.90190887;11.7
99.73379517;50.46440887;135.0477448;117.7734375;130.1070557;81.35127258;93.87297821;11.7
99.98697662;50.5859375;134.9971008;112.29673;130.1070557;81.35127258;93.90190887;11.7
100.078125;50.4745369;134.9971008;112.5632935;130.056427;81.30063629;93.85127258;11.7
99.99710846;50.75810242;135.0188141;114.7685165;130.056427;81.30063629;93.82233429;11.7
100.078125;50.80873871;134.9754028;120.536026;130.0057831;81.271698;93.79340363;11.7
100.1287613;50.10995483;134.9754028;115.0835495;129.9551544;81.25;93.771698;11.7
100.098381;50.88975525;134.9754028;118.6942978;129.9551544;81.30063629;93.85127258;11.7
100.0477448;50.80873871;134.9754028;116.4890747;129.9334564;81.30063629;93.85127258;11.7
99.34896088;51.06192017;134.9464722;116.5375443;129.9045105;81.271698;93.85127258;11.7
100.0477448;50.28211975;134.9971008;114.4292526;129.8828125;81.32233429;93.85127258;11.7
100.412323;51.14294052;134.9971008;113.7991867;129.8538818;81.271698;93.82233429;11.7
100.1287613;50.6973381;134.9971008;115.3985825;129.8755798;81.32233429;93.80063629;11.7
100.2097778;50.95051956;135.0477448;114.7927551;129.8538818;81.30063629;93.87297821;11.7
99.95659637;50.95051956;135.0477448;116.0771103;129.9262085;81.32233429;93.87297821;11.7
100.5844879;50.88975525;135.0477448;115.5439835;129.9045105;81.29340363;93.87297821;11.7
100.3313065;50.6973381;135.0260468;115.9559479;129.9768524;81.35127258;93.82233429;11.7
100.8478012;50.26186371;135.0188141;114.9623871;129.9768524;81.35127258;93.87297821;11.7
99.51099396;50.4745369;135.0188141;115.3501129;129.9840851;81.32233429;93.87297821;11.7
99.48061371;50.6973381;134.9971008;116.0044098;130.0057831;81.32233429;93.82233429;11.7
99.40972137;50.71759415;134.9464722;117.6038055;130.0057831;81.271698;93.85127258;11.7
99.69329071;51.08217621;134.9464722;112.9752579;129.9334564;81.33680725;93.82233429;11.7
100.0072327;51.25434113;134.9464722;116.8525772;129.8755798;81.30063629;93.87297821;11.7
99.69329071;50.67708206;134.9971008;119.5182266;129.9045105;81.28617096;93.85127258;11.7
99.865448;50.06944275;134.9971008;115.7378464;129.9551544;81.35127258;93.80063629;11.7
99.77430725;49.99855423;135.0260468;114.5746536;129.9334564;81.30063629;93.771698;11.7
100.3009262;50.17071915;135.0188141;115.301651;129.9551544;81.271698;93.80063629;11.7
100.1388855;50.64670181;134.9464722;114.986618;129.9551544;81.25;93.80063629;11.7
99.83506775;50.81886673;134.9971008;117.0949097;129.9262085;81.271698;93.75;11.7
100.1388855;50.859375;135.0477448;115.6893845;129.8828125;81.25;93.771698;11.7
99.67303467;50.87963104;135.0260468;118.0400009;129.8755798;81.25;93.82233429;11.7
100.1388855;50.87963104;135.0260468;116.8768082;129.9045105;81.25;93.82233429;11.7
100.0376129;51.37586975;135.0188141;118.5004349;129.9045105;81.271698;93.80063629;11.7
99.95659637;50.93026733;134.9971008;116.9737396;129.9334564;81.17042542;93.771698;11.7
99.95659637;50.59606552;134.9971008;113.3145218;129.9045105;81.271698;93.72106171;11.7
100.2502899;50.70746613;134.9681702;116.3679123;129.8538818;81.25;93.69213104;11.7
100.098381;50.68721008;134.9464722;113.5810928;129.8828125;81.271698;93.67042542;11.7
100.1388855;50.60619354;134.9464722;117.7734375;129.9045105;81.25;93.67042542;11.7
100.1388855;50.6973381;134.9971008;114.4050217;129.9334564;81.19213104;93.67042542;11.7
99.53125;50.57580948;135.0260468;114.1869202;129.9551544;81.30063629;93.72106171;11.7
100.0477448;50.53530121;135.0477448;114.0657578;129.9045105;81.228302;93.75;11.7
100.2300339;50.64670181;135.0766754;118.5973663;129.8755798;81.17042542;93.771698;11.7
99.70341492;50.77835464;134.9971008;115.301651;129.9334564;81.30063629;93.771698;11.7
100.1793976;50.64670181;135.0260468;116.8525772;129.9840851;81.271698;93.82233429;11.7
100.0882492;50.67708206;134.9754028;117.0222092;129.9551544;81.25723267;93.82233429;11.7
99.55150604;50.12008286;134.9971008;116.6829453;129.9045105;81.271698;93.82233429;11.7
100.2199097;50.34288025;134.9464722;112.8783264;129.9045105;81.26446533;93.84403992;11.7
100.3009262;50.28211975;134.9971008;113.2660599;129.9262085;81.30063629;93.87297821;11.7
99.743927;50.00868225;134.9971008;115.5197449;129.9551544;81.25;93.87297821;11.7
99.90596008;50.4239006;134.9971008;115.9074783;129.9045105;81.25;93.84403992;11.7
99.83506775;50.19097137;134.9971008;117.0949097;129.9334564;81.25;93.87297821;11.7
99.87557983;50.49479294;134.9971008;115.8590164;129.9334564;81.32233429;93.87297821;11.7
100.1388855;50.23147964;134.9537048;118.9123993;129.9551544;81.271698;93.87297821;11.7
99.97685242;50.5859375;135.0260468;115.6893845;129.9334564;81.29340363;93.90190887;11.7
100.1895218;50.23147964;134.9971008;115.6651459;129.8249359;81.32233429;93.9236145;11.7
99.84519958;50.76823044;134.9898682;114.9381485;129.8538818;81.30063629;93.9453125;11.7
99.66290283;50.17071915;135.0260468;113.6780243;129.8755798;81.271698;93.89467621;11.7
100.1895218;50.23147964;135.0260468;116.3679123;129.8828125;81.30063629;93.9236145;11.7
100.0072327;50.40364456;134.9971008;116.3436813;129.8755798;81.271698;93.9236145;11.7
100.057869;50.07957077;134.9681702;114.6231155;129.9045105;81.37297821;93.87297821;11.7
100.0376129;50.64670181;134.9681702;113.7749557;129.9189758;81.35127258;93.90190887;11.7
99.36920929;50.76823044;134.9681702;113.4356918;129.8755798;81.37297821;93.87297821;11.7
100.0477448;50.49479294;134.9971008;121.3114853;129.9334564;81.32233429;93.90190887;11.7
99.40972137;50.53530121;134.9754028;112.9510269;129.9334564;81.32233429;93.87297821;11.7
100.1895218;50.23147964;135.0188141;114.7685165;129.9045105;81.35127258;93.89467621;11.7
99.83506775;50.23147964;135.0188141;116.9737396;129.9045105;81.32957458;93.9236145;11.7
99.75405121;50.4745369;135.0188141;117.6038055;129.9262085;81.35127258;93.90190887;11.7
100.4427109;50.52517319;135.0260468;111.5455017;129.9262085;81.271698;93.9236145;11.7
99.46035767;50.59606552;135.0260468;111.1819992;129.9045105;81.32233429;93.84403992;11.7
99.18692017;50.35300827;135.0188141;114.4050217;129.9551544;81.32233429;93.9236145;11.7
100.057869;50.5859375;135.0188141;115.5197449;129.9768524;81.32233429;93.97425079;11.7
100.3616867;50.36313629;134.9971008;114.695816;129.9551544;81.35127258;93.9236145;11.7
99.84519958;50.36313629;134.9681702;115.301651;129.9262085;81.25;93.87297821;11.7
99.49073792;50.12008286;134.9681702;114.0415192;129.9551544;81.271698;93.81510162;11.7
99.8046875;50.70746613;134.9464722;116.3921432;129.9262085;81.271698;93.87297821;11.7
100.3616867;50.54542923;134.9681702;115.5197449;129.9551544;81.30063629;93.90190887;11.7
99.23755646;50.62644577;134.9971008;118.9123993;129.9334564;81.25;93.87297821;11.7
99.8046875;50.70746613;135.0188141;116.4648438;129.9045105;81.271698;93.90190887;11.7
100.3515625;50.81886673;135.0477448;114.841217;129.9334564;81.32233429;93.90190887;11.7
99.55150604;50.4239006;135.0477448;117.9188385;129.9551544;81.32233429;93.90190887;11.7
100.7363968;50.53530121;135.0766754;115.5924454;129.9551544;81.271698;93.95254517;11.7
99.42997742;50.12008286;135.0260468;115.2047195;129.9768524;81.271698;93.90190887;11.7
99.79456329;50.21122742;134.9971008;117.1191406;129.9262085;81.32233429;93.9453125;11.7
99.22743225;50.36313629;134.9971008;117.0949097;129.9551544;81.30063629;93.89467621;11.7
99.76417542;50.70746613;134.9971008;116.4163742;129.9768524;81.271698;93.9236145;11.7
100.9490738;50.84924698;134.9754028;116.9010391;129.9768524;81.271698;93.85127258;11.7
100.6958923;50.36313629;134.9971008;112.5148315;130.0057831;81.29340363;93.89467621;11.7
100.3616867;50.70746613;134.9971008;119.6636276;129.9768524;81.271698;93.90190887;11.7
